id,id_especie,id_geracao,pokemon,altura,peso,exp_base,tipo_1,tipo_2,hp,ataque,defesa,ataque_especial,defesa_especial,velocidade,cor_1,cor_2,cor_final,url_imagem,url_icone
458,458,4,mantyke,1,65,69,água,voador,45,20,50,60,120,50,#6890F0,#A890F0,#7790F0,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/458.png,//cdn.bulbagarden.net/upload/8/80/458MS.png
459,459,4,snover,1,50.5,67,grama,gelo,60,62,50,62,60,40,#78C850,#98D8D8,#7FCB70,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/459.png,//cdn.bulbagarden.net/upload/0/06/459MS.png
460,460,4,abomasnow,2.2,135.5,173,grama,gelo,90,92,75,92,85,60,#78C850,#98D8D8,#7FCB70,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/460.png,//cdn.bulbagarden.net/upload/f/fc/460MS.png
461,461,4,weavile,1.1,34,179,sombrio,gelo,70,120,65,45,85,125,#705848,#98D8D8,#79776A,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/461.png,//cdn.bulbagarden.net/upload/9/96/461MS.png
462,462,4,magnezone,1.2,180,241,elétrico,aço,70,70,115,130,90,60,#F8D030,#B8B8D0,#E8CA56,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/462.png,//cdn.bulbagarden.net/upload/2/26/462MS.png
463,463,4,lickilicky,1.7,140,180,normal,NA,110,85,95,80,95,50,#A8A878,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/463.png,//cdn.bulbagarden.net/upload/9/9b/463MS.png
464,464,4,rhyperior,2.4,282.8,241,terrestre,pedra,115,140,130,55,55,40,#E0C068,#B8A038,#D6B85C,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/464.png,//cdn.bulbagarden.net/upload/e/e9/464MS.png
465,465,4,tangrowth,2,128.6,187,grama,NA,100,100,125,110,50,50,#78C850,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/465.png,//cdn.bulbagarden.net/upload/a/aa/465MS.png
466,466,4,electivire,1.8,138.6,243,elétrico,NA,75,123,67,95,85,95,#F8D030,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/466.png,//cdn.bulbagarden.net/upload/5/53/466MS.png
467,467,4,magmortar,1.6,68,243,fogo,NA,75,95,67,125,95,83,#F08030,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/467.png,//cdn.bulbagarden.net/upload/4/4e/467MS.png
468,468,4,togekiss,1.5,38,245,fada,voador,85,50,95,120,115,80,#EE99AC,#A890F0,#DD96BC,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/468.png,//cdn.bulbagarden.net/upload/6/63/468MS.png
469,469,4,yanmega,1.9,51.5,180,inseto,voador,86,76,86,116,56,95,#A8B820,#A890F0,#A8AE52,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/469.png,//cdn.bulbagarden.net/upload/a/aa/469MS.png
470,470,4,leafeon,1,25.5,184,grama,NA,65,110,130,60,65,95,#78C850,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/470.png,//cdn.bulbagarden.net/upload/1/12/470MS.png
471,471,4,glaceon,0.8,25.9,184,gelo,NA,65,60,110,130,95,65,#98D8D8,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/471.png,//cdn.bulbagarden.net/upload/b/bb/471MS.png
472,472,4,gliscor,2,42.5,179,terrestre,voador,75,95,125,45,75,95,#E0C068,#A890F0,#D2B488,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/472.png,//cdn.bulbagarden.net/upload/a/ad/472MS.png
473,473,4,mamoswine,2.5,291,239,gelo,terrestre,110,130,80,70,60,80,#98D8D8,#E0C068,#A9D2BC,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/473.png,//cdn.bulbagarden.net/upload/1/12/473MS.png
474,474,4,porygon-z,0.9,34,241,normal,NA,85,80,70,135,75,90,#A8A878,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/474.png,//cdn.bulbagarden.net/upload/6/65/474MS.png
475,475,4,gallade,1.6,52,233,psíquico,lutador,68,125,65,65,115,80,#F85888,#C03028,#EA4E70,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/475.png,//cdn.bulbagarden.net/upload/8/85/475MS.png
476,476,4,probopass,1.4,340,184,pedra,aço,60,55,145,75,150,40,#B8A038,#B8B8D0,#B8A55C,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/476.png,//cdn.bulbagarden.net/upload/a/aa/476MS.png
477,477,4,dusknoir,2.2,106.6,236,fantasma,NA,45,100,135,65,135,45,#705898,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/477.png,//cdn.bulbagarden.net/upload/7/71/477MS.png
478,478,4,froslass,1.3,26.6,168,gelo,fantasma,70,80,70,80,70,110,#98D8D8,#705898,#8EB8C8,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/478.png,//cdn.bulbagarden.net/upload/8/8f/478MS.png
479,479,4,rotom,0.3,0.3,154,elétrico,fantasma,50,50,77,95,77,91,#F8D030,#705898,#D7B249,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/479.png,//cdn.bulbagarden.net/upload/1/14/479MS.png
480,480,4,uxie,0.3,0.3,261,psíquico,NA,75,75,130,75,130,95,#F85888,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/480.png,//cdn.bulbagarden.net/upload/0/0e/480MS.png
481,481,4,mesprit,0.3,0.3,261,psíquico,NA,80,105,105,105,105,80,#F85888,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/481.png,//cdn.bulbagarden.net/upload/c/c7/481MS.png
482,482,4,azelf,0.3,0.3,261,psíquico,NA,75,125,70,125,70,115,#F85888,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/482.png,//cdn.bulbagarden.net/upload/0/01/482MS.png
483,483,4,dialga,5.4,683,306,aço,dragão,100,120,120,150,100,90,#B8B8D0,#7038F8,#A698D9,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/483.png,//cdn.bulbagarden.net/upload/c/ca/483MS.png
484,484,4,palkia,4.2,336,306,água,dragão,90,120,100,150,120,100,#6890F0,#7038F8,#697AF1,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/484.png,//cdn.bulbagarden.net/upload/2/24/484MS.png
485,485,4,heatran,1.7,430,270,fogo,aço,91,90,106,130,106,77,#F08030,#B8B8D0,#E28D56,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/485.png,//cdn.bulbagarden.net/upload/c/cf/485MS.png
486,486,4,regigigas,3.7,420,302,normal,NA,110,160,110,80,110,100,#A8A878,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/486.png,//cdn.bulbagarden.net/upload/8/8e/486MS.png
487,487,4,giratina-altered,4.5,750,306,fantasma,dragão,150,100,120,100,120,90,#705898,#7038F8,#7050AF,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/487.png,//cdn.bulbagarden.net/upload/e/e8/487MS.png
488,488,4,cresselia,1.5,85.6,270,psíquico,NA,120,70,120,75,130,85,#F85888,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/488.png,//cdn.bulbagarden.net/upload/5/51/488MS.png
489,489,4,phione,0.4,3.1,216,água,NA,80,80,80,80,80,80,#6890F0,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/489.png,//cdn.bulbagarden.net/upload/c/ce/489MS.png
490,490,4,manaphy,0.3,1.4,270,água,NA,100,100,100,100,100,100,#6890F0,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/490.png,//cdn.bulbagarden.net/upload/0/01/490MS.png
491,491,4,darkrai,1.5,50.5,270,sombrio,NA,70,90,90,135,90,125,#705848,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/491.png,//cdn.bulbagarden.net/upload/a/a7/491MS.png
492,492,4,shaymin-land,0.2,2.1,270,grama,NA,100,100,100,100,100,100,#78C850,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/492.png,//cdn.bulbagarden.net/upload/a/a6/492MS.png
493,493,4,arceus,3.2,320,324,normal,NA,120,120,120,120,120,120,#A8A878,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/493.png,//cdn.bulbagarden.net/upload/9/94/493MS.png
494,494,5,victini,0.4,4,270,psíquico,fogo,100,100,100,100,100,100,#F85888,#F08030,#F66172,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/494.png,//cdn.bulbagarden.net/upload/0/0c/494MS.png
495,495,5,snivy,0.6,8.1,62,grama,NA,45,45,55,45,55,63,#78C850,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/495.png,//cdn.bulbagarden.net/upload/2/23/495MS.png
496,496,5,servine,0.8,16,145,grama,NA,60,60,75,60,75,83,#78C850,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/496.png,//cdn.bulbagarden.net/upload/8/8f/496MS.png
497,497,5,serperior,3.3,63,238,grama,NA,75,75,95,75,95,113,#78C850,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/497.png,//cdn.bulbagarden.net/upload/2/2e/497MS.png
498,498,5,tepig,0.5,9.9,62,fogo,NA,65,63,45,45,45,45,#F08030,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/498.png,//cdn.bulbagarden.net/upload/6/6f/498MS.png
499,499,5,pignite,1,55.5,146,fogo,lutador,90,93,55,70,55,55,#F08030,#C03028,#E46C2E,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/499.png,//cdn.bulbagarden.net/upload/2/29/499MS.png
500,500,5,emboar,1.6,150,238,fogo,lutador,110,123,65,100,65,65,#F08030,#C03028,#E46C2E,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/500.png,//cdn.bulbagarden.net/upload/b/be/500MS.png
501,501,5,oshawott,0.5,5.9,62,água,NA,55,55,45,63,45,45,#6890F0,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/501.png,//cdn.bulbagarden.net/upload/c/cb/501MS.png
502,502,5,dewott,0.8,24.5,145,água,NA,75,75,60,83,60,60,#6890F0,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/502.png,//cdn.bulbagarden.net/upload/e/ed/502MS.png
503,503,5,samurott,1.5,94.6,238,água,NA,95,100,85,108,70,70,#6890F0,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/503.png,//cdn.bulbagarden.net/upload/9/99/503MS.png
504,504,5,patrat,0.5,11.6,51,normal,NA,45,55,39,35,39,42,#A8A878,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/504.png,//cdn.bulbagarden.net/upload/7/73/504MS.png
505,505,5,watchog,1.1,27,147,normal,NA,60,85,69,60,69,77,#A8A878,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/505.png,//cdn.bulbagarden.net/upload/9/9b/505MS.png
506,506,5,lillipup,0.4,4.1,55,normal,NA,45,60,45,25,45,55,#A8A878,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/506.png,//cdn.bulbagarden.net/upload/c/cc/506MS.png
507,507,5,herdier,0.9,14.7,130,normal,NA,65,80,65,35,65,60,#A8A878,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/507.png,//cdn.bulbagarden.net/upload/f/f2/507MS.png
508,508,5,stoutland,1.2,61,225,normal,NA,85,110,90,45,90,80,#A8A878,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/508.png,//cdn.bulbagarden.net/upload/0/0f/508MS.png
509,509,5,purrloin,0.4,10.1,56,sombrio,NA,41,50,37,50,37,66,#705848,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/509.png,//cdn.bulbagarden.net/upload/b/b5/509MS.png
510,510,5,liepard,1.1,37.5,156,sombrio,NA,64,88,50,88,50,106,#705848,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/510.png,//cdn.bulbagarden.net/upload/4/4e/510MS.png
511,511,5,pansage,0.6,10.5,63,grama,NA,50,53,48,53,48,64,#78C850,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/511.png,//cdn.bulbagarden.net/upload/9/99/511MS.png
512,512,5,simisage,1.1,30.5,174,grama,NA,75,98,63,98,63,101,#78C850,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/512.png,//cdn.bulbagarden.net/upload/6/6a/512MS.png
513,513,5,pansear,0.6,11,63,fogo,NA,50,53,48,53,48,64,#F08030,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/513.png,//cdn.bulbagarden.net/upload/c/cb/513MS.png
514,514,5,simisear,1,28,174,fogo,NA,75,98,63,98,63,101,#F08030,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/514.png,//cdn.bulbagarden.net/upload/0/00/514MS.png
515,515,5,panpour,0.6,13.5,63,água,NA,50,53,48,53,48,64,#6890F0,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/515.png,//cdn.bulbagarden.net/upload/9/91/515MS.png
516,516,5,simipour,1,29,174,água,NA,75,98,63,98,63,101,#6890F0,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/516.png,//cdn.bulbagarden.net/upload/1/19/516MS.png
517,517,5,munna,0.6,23.3,58,psíquico,NA,76,25,45,67,55,24,#F85888,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/517.png,//cdn.bulbagarden.net/upload/f/f2/517MS.png
518,518,5,musharna,1.1,60.5,170,psíquico,NA,116,55,85,107,95,29,#F85888,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/518.png,//cdn.bulbagarden.net/upload/3/3e/518MS.png
519,519,5,pidove,0.3,2.1,53,normal,voador,50,55,50,36,30,43,#A8A878,#A890F0,#A8A295,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/519.png,//cdn.bulbagarden.net/upload/a/a9/519MS.png
520,520,5,tranquill,0.6,15,125,normal,voador,62,77,62,50,42,65,#A8A878,#A890F0,#A8A295,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/520.png,//cdn.bulbagarden.net/upload/9/90/520MS.png
521,521,5,unfezant,1.2,29,220,normal,voador,80,115,80,65,55,93,#A8A878,#A890F0,#A8A295,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/521.png,//cdn.bulbagarden.net/upload/a/a9/521MS.png
522,522,5,blitzle,0.8,29.8,59,elétrico,NA,45,60,32,50,32,76,#F8D030,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/522.png,//cdn.bulbagarden.net/upload/5/58/522MS.png
523,523,5,zebstrika,1.6,79.5,174,elétrico,NA,75,100,63,80,63,116,#F8D030,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/523.png,//cdn.bulbagarden.net/upload/d/d7/523MS.png
524,524,5,roggenrola,0.4,18,56,pedra,NA,55,75,85,25,25,15,#B8A038,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/524.png,//cdn.bulbagarden.net/upload/6/62/524MS.png
525,525,5,boldore,0.9,102,137,pedra,NA,70,105,105,50,40,20,#B8A038,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/525.png,//cdn.bulbagarden.net/upload/2/25/525MS.png
526,526,5,gigalith,1.7,260,232,pedra,NA,85,135,130,60,80,25,#B8A038,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/526.png,//cdn.bulbagarden.net/upload/5/53/526MS.png
527,527,5,woobat,0.4,2.1,65,psíquico,voador,65,45,43,55,43,72,#F85888,#A890F0,#E465A1,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/527.png,//cdn.bulbagarden.net/upload/8/8d/527MS.png
528,528,5,swoobat,0.9,10.5,149,psíquico,voador,67,57,55,77,55,114,#F85888,#A890F0,#E465A1,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/528.png,//cdn.bulbagarden.net/upload/d/de/528MS.png
529,529,5,drilbur,0.3,8.5,66,terrestre,NA,60,85,40,30,45,68,#E0C068,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/529.png,//cdn.bulbagarden.net/upload/0/0a/529MS.png
530,530,5,excadrill,0.7,40.4,178,terrestre,aço,110,135,60,50,65,88,#E0C068,#B8B8D0,#D6BE81,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/530.png,//cdn.bulbagarden.net/upload/7/71/530MS.png
531,531,5,audino,1.1,31,390,normal,NA,103,60,86,60,86,50,#A8A878,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/531.png,//cdn.bulbagarden.net/upload/a/a5/531MS.png
532,532,5,timburr,0.6,12.5,61,lutador,NA,75,80,55,25,35,35,#C03028,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/532.png,//cdn.bulbagarden.net/upload/8/80/532MS.png
533,533,5,gurdurr,1.2,40,142,lutador,NA,85,105,85,40,50,40,#C03028,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/533.png,//cdn.bulbagarden.net/upload/2/2d/533MS.png
534,534,5,conkeldurr,1.4,87,227,lutador,NA,105,140,95,55,65,45,#C03028,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/534.png,//cdn.bulbagarden.net/upload/8/8b/534MS.png
535,535,5,tympole,0.5,4.5,59,água,NA,50,50,40,50,40,64,#6890F0,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/535.png,//cdn.bulbagarden.net/upload/0/0e/535MS.png
536,536,5,palpitoad,0.8,17,134,água,terrestre,75,65,55,65,55,69,#6890F0,#E0C068,#859BCF,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/536.png,//cdn.bulbagarden.net/upload/2/2a/536MS.png
537,537,5,seismitoad,1.5,62,229,água,terrestre,105,95,75,85,75,74,#6890F0,#E0C068,#859BCF,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/537.png,//cdn.bulbagarden.net/upload/9/95/537MS.png
538,538,5,throh,1.3,55.5,163,lutador,NA,120,100,85,30,85,45,#C03028,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/538.png,//cdn.bulbagarden.net/upload/7/73/538MS.png
539,539,5,sawk,1.4,51,163,lutador,NA,75,125,75,30,75,85,#C03028,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/539.png,//cdn.bulbagarden.net/upload/8/82/539MS.png
540,540,5,sewaddle,0.3,2.5,62,inseto,grama,45,53,70,40,60,42,#A8B820,#78C850,#9CBB2B,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/540.png,//cdn.bulbagarden.net/upload/9/97/540MS.png
541,541,5,swadloon,0.5,7.3,133,inseto,grama,55,63,90,50,80,42,#A8B820,#78C850,#9CBB2B,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/541.png,//cdn.bulbagarden.net/upload/a/ab/541MS.png
542,542,5,leavanny,1.2,20.5,225,inseto,grama,75,103,80,70,80,92,#A8B820,#78C850,#9CBB2B,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/542.png,//cdn.bulbagarden.net/upload/2/2d/542MS.png
543,543,5,venipede,0.4,5.3,52,inseto,venenoso,30,45,59,30,39,57,#A8B820,#A040A0,#A69A3F,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/543.png,//cdn.bulbagarden.net/upload/2/2c/543MS.png
544,544,5,whirlipede,1.2,58.5,126,inseto,venenoso,40,55,99,40,79,47,#A8B820,#A040A0,#A69A3F,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/544.png,//cdn.bulbagarden.net/upload/b/ba/544MS.png
545,545,5,scolipede,2.5,200.5,218,inseto,venenoso,60,100,89,55,69,112,#A8B820,#A040A0,#A69A3F,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/545.png,//cdn.bulbagarden.net/upload/d/d3/545MS.png
546,546,5,cottonee,0.3,0.6,56,grama,fada,40,27,60,37,50,66,#78C850,#EE99AC,#94BC66,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/546.png,//cdn.bulbagarden.net/upload/a/ac/546MS.png
547,547,5,whimsicott,0.7,6.6,168,grama,fada,60,67,85,77,75,116,#78C850,#EE99AC,#94BC66,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/547.png,//cdn.bulbagarden.net/upload/1/1c/547MS.png
548,548,5,petilil,0.5,6.6,56,grama,NA,45,35,50,70,50,30,#78C850,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/548.png,//cdn.bulbagarden.net/upload/d/d4/548MS.png
549,549,5,lilligant,1.1,16.3,168,grama,NA,70,60,75,110,75,90,#78C850,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/549.png,//cdn.bulbagarden.net/upload/d/d1/549MS.png
550,550,5,basculin-red-striped,1,18,161,água,NA,70,92,65,80,55,98,#6890F0,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/550.png,//cdn.bulbagarden.net/upload/a/a7/550MS.png
551,551,5,sandile,0.7,15.2,58,terrestre,sombrio,50,72,35,35,35,65,#E0C068,#705848,#C4A660,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/551.png,//cdn.bulbagarden.net/upload/1/1a/551MS.png
552,552,5,krokorok,1,33.4,123,terrestre,sombrio,60,82,45,45,45,74,#E0C068,#705848,#C4A660,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/552.png,//cdn.bulbagarden.net/upload/c/cd/552MS.png
553,553,5,krookodile,1.5,96.3,234,terrestre,sombrio,95,117,80,65,70,92,#E0C068,#705848,#C4A660,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/553.png,//cdn.bulbagarden.net/upload/f/fe/553MS.png
554,554,5,darumaka,0.6,37.5,63,fogo,NA,70,90,45,15,45,50,#F08030,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/554.png,//cdn.bulbagarden.net/upload/8/8f/554MS.png
555,555,5,darmanitan-standard,1.3,92.9,168,fogo,NA,105,140,55,30,55,95,#F08030,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/555.png,//cdn.bulbagarden.net/upload/5/52/555MS.png
556,556,5,maractus,1,28,161,grama,NA,75,86,67,106,67,60,#78C850,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/556.png,//cdn.bulbagarden.net/upload/f/f2/556MS.png
557,557,5,dwebble,0.3,14.5,65,inseto,pedra,50,65,85,35,35,55,#A8B820,#B8A038,#ABB225,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/557.png,//cdn.bulbagarden.net/upload/9/9e/557MS.png
558,558,5,crustle,1.4,200,170,inseto,pedra,70,105,125,65,75,45,#A8B820,#B8A038,#ABB225,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/558.png,//cdn.bulbagarden.net/upload/e/e3/558MS.png
559,559,5,scraggy,0.6,11.8,70,sombrio,lutador,50,75,70,35,70,48,#705848,#C03028,#834E40,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/559.png,//cdn.bulbagarden.net/upload/0/09/559MS.png
560,560,5,scrafty,1.1,30,171,sombrio,lutador,65,90,115,45,115,58,#705848,#C03028,#834E40,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/560.png,//cdn.bulbagarden.net/upload/a/a3/560MS.png
561,561,5,sigilyph,1.4,14,172,psíquico,voador,72,58,80,103,80,97,#F85888,#A890F0,#E465A1,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/561.png,//cdn.bulbagarden.net/upload/7/76/561MS.png
562,562,5,yamask,0.5,1.5,61,fantasma,NA,38,30,85,55,65,30,#705898,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/562.png,//cdn.bulbagarden.net/upload/a/a9/562MS.png
563,563,5,cofagrigus,1.7,76.5,169,fantasma,NA,58,50,145,95,105,30,#705898,NA,NA,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/563.png,//cdn.bulbagarden.net/upload/9/9b/563MS.png
564,564,5,tirtouga,0.7,16.5,71,água,pedra,54,78,103,53,45,22,#6890F0,#B8A038,#7B93C3,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/564.png,//cdn.bulbagarden.net/upload/f/f7/564MS.png
565,565,5,carracosta,1.2,81,173,água,pedra,74,108,133,83,65,32,#6890F0,#B8A038,#7B93C3,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/565.png,//cdn.bulbagarden.net/upload/a/a3/565MS.png
566,566,5,archen,0.5,9.5,71,pedra,voador,55,112,45,74,45,70,#B8A038,#A890F0,#B49C64,https://raw.githubusercontent.com/phalt/pokeapi/master/data/Pokemon_XY_Sprites/566.png,//cdn.bulbagarden.net/upload/8/8a/566MS.png
